tax_id	object_id	object_label	object_categories	object_aliases	subject_label	start	end
173040	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
311460	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1406	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1406	GO:0006113	fermentation	[]	[]	fermentation		
363858	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
59893	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
274593	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
248903	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
43064	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
94868	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
94868	GO:0006113	fermentation	[]	[]	fermentation		
43305	GO:0006113	fermentation	[]	[]	fermentation		
52704	GO:0006113	fermentation	[]	[]	fermentation		
52704	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
29375	GO:0006113	fermentation	[]	[]	fermentation		
29375	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
29344	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
39495	GO:0006113	fermentation	[]	[]	fermentation		
39495	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
108150	GO:0006113	fermentation	[]	[]	fermentation		
108150	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
33950	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
47490	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
28896	GO:0006113	fermentation	[]	[]	fermentation		
160792	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
160792	GO:0006113	fermentation	[]	[]	fermentation		
384636	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
286730	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
990	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
990	GO:0006113	fermentation	[]	[]	fermentation		
28137	GO:0006113	fermentation	[]	[]	fermentation		
28137	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
99286	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
191564	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
33075	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
513050	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
107709	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
360056	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
466153	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
33906	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
78257	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
78257	GO:0006113	fermentation	[]	[]	fermentation		
300019	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
179095	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
300018	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
285679	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
262898	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
47874	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
285676	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
403638	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
450734	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
31958	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
36819	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
76021	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
196083	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
208439	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
31959	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
546365	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
236508	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1913	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1852	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
455193	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
89367	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
114698	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
178566	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
66373	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
195801	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
65605	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
78356	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1996	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
103836	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
53522	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
2020	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
35622	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
46162	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
359158	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
57487	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
69499	GO:0006113	fermentation	[]	[]	fermentation		
69499	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
637393	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
303	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
303	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
555512	GO:0006113	fermentation	[]	[]	fermentation		
359303	GO:0043419	urea catabolic process	[]	[]	urea degradation		
1312852	GO:0006113	fermentation	[]	[]	fermentation		
44676	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
44676	GO:0006113	fermentation	[]	[]	fermentation		
44676	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
655338	GO:0006113	fermentation	[]	[]	fermentation		
28232	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
28232	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
13689	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
94009	GO:0006113	fermentation	[]	[]	fermentation		
426701	GO:0006113	fermentation	[]	[]	fermentation		
426702	GO:0006113	fermentation	[]	[]	fermentation		
426703	GO:0006113	fermentation	[]	[]	fermentation		
426704	GO:0006113	fermentation	[]	[]	fermentation		
1130080	GO:0006113	fermentation	[]	[]	fermentation		
1397476	GO:0006113	fermentation	[]	[]	fermentation		
399943	GO:0006113	fermentation	[]	[]	fermentation		
1082276	GO:0006113	fermentation	[]	[]	fermentation		
1495650	GO:0006113	fermentation	[]	[]	fermentation		
299255	GO:0006113	fermentation	[]	[]	fermentation		
518738	GO:0006113	fermentation	[]	[]	fermentation		
546	GO:0006113	fermentation	[]	[]	fermentation		
394284	GO:0006113	fermentation	[]	[]	fermentation		
322505	GO:0006113	fermentation	[]	[]	fermentation		
1630	GO:0006113	fermentation	[]	[]	fermentation		
31973	GO:0006113	fermentation	[]	[]	fermentation		
1484053	GO:0006113	fermentation	[]	[]	fermentation		
47246	GO:0006113	fermentation	[]	[]	fermentation		
745365	GO:0006113	fermentation	[]	[]	fermentation		
137730	GO:0006113	fermentation	[]	[]	fermentation		
36848	GO:0006113	fermentation	[]	[]	fermentation		
933080	GO:0006113	fermentation	[]	[]	fermentation		
626932	GO:0006113	fermentation	[]	[]	fermentation		
28118	GO:0006113	fermentation	[]	[]	fermentation		
626937	GO:0006113	fermentation	[]	[]	fermentation		
1632866	GO:0006113	fermentation	[]	[]	fermentation		
347535	GO:0043419	urea catabolic process	[]	[]	urea degradation		
347535	GO:0006113	fermentation	[]	[]	fermentation		
870480	GO:0006113	fermentation	[]	[]	fermentation		
1208324	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1208324	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
1208324	GO:0006113	fermentation	[]	[]	fermentation		
1397108	GO:0006113	fermentation	[]	[]	fermentation		
258723	GO:0006113	fermentation	[]	[]	fermentation		
307643	GO:0006113	fermentation	[]	[]	fermentation		
680283	GO:0006113	fermentation	[]	[]	fermentation		
1155801	GO:0006113	fermentation	[]	[]	fermentation		
1469170	GO:0006113	fermentation	[]	[]	fermentation		
228604	GO:0006113	fermentation	[]	[]	fermentation		
310514	GO:0006113	fermentation	[]	[]	fermentation		
189722	GO:0006113	fermentation	[]	[]	fermentation		
305719	GO:0006113	fermentation	[]	[]	fermentation		
454154	GO:0006113	fermentation	[]	[]	fermentation		
351091	GO:0006113	fermentation	[]	[]	fermentation		
871664	GO:0006113	fermentation	[]	[]	fermentation		
536633	GO:0006113	fermentation	[]	[]	fermentation		
480070	GO:0006113	fermentation	[]	[]	fermentation		
357999	GO:0006113	fermentation	[]	[]	fermentation		
650508	GO:0006113	fermentation	[]	[]	fermentation		
39651	GO:0006113	fermentation	[]	[]	fermentation		
1080	GO:0006113	fermentation	[]	[]	fermentation		
1263547	GO:0006113	fermentation	[]	[]	fermentation		
1408819	GO:0006113	fermentation	[]	[]	fermentation		
937251	GO:0006113	fermentation	[]	[]	fermentation		
477696	GO:0006113	fermentation	[]	[]	fermentation		
908809	GO:0006113	fermentation	[]	[]	fermentation		
688066	GO:0006113	fermentation	[]	[]	fermentation		
398199	GO:0006113	fermentation	[]	[]	fermentation		
991	GO:0006113	fermentation	[]	[]	fermentation		
1657	GO:0006113	fermentation	[]	[]	fermentation		
59505	GO:0006113	fermentation	[]	[]	fermentation		
2052	GO:0006113	fermentation	[]	[]	fermentation		
218139	GO:0006113	fermentation	[]	[]	fermentation		
419015	GO:0006113	fermentation	[]	[]	fermentation		
356828	GO:0006113	fermentation	[]	[]	fermentation		
78258	GO:0006113	fermentation	[]	[]	fermentation		
1697	GO:0006113	fermentation	[]	[]	fermentation		
163202	GO:0006113	fermentation	[]	[]	fermentation		
169292	GO:0006113	fermentation	[]	[]	fermentation		
187491	GO:0006113	fermentation	[]	[]	fermentation		
38302	GO:0006113	fermentation	[]	[]	fermentation		
258224	GO:0006113	fermentation	[]	[]	fermentation		
146827	GO:0006113	fermentation	[]	[]	fermentation		
161902	GO:0006113	fermentation	[]	[]	fermentation		
62629	GO:0006113	fermentation	[]	[]	fermentation		
65058	GO:0006113	fermentation	[]	[]	fermentation		
1725	GO:0006113	fermentation	[]	[]	fermentation		
335973	GO:0006113	fermentation	[]	[]	fermentation		
1713	GO:0006113	fermentation	[]	[]	fermentation		
162170	GO:0006113	fermentation	[]	[]	fermentation		
1575	GO:0006113	fermentation	[]	[]	fermentation		
195749	GO:0006113	fermentation	[]	[]	fermentation		
440482	GO:0006113	fermentation	[]	[]	fermentation		
101489	GO:0006113	fermentation	[]	[]	fermentation		
33984	GO:0006113	fermentation	[]	[]	fermentation		
348582	GO:0006113	fermentation	[]	[]	fermentation		
328813	GO:0006113	fermentation	[]	[]	fermentation		
328814	GO:0006113	fermentation	[]	[]	fermentation		
242750	GO:0006113	fermentation	[]	[]	fermentation		
28127	GO:0006113	fermentation	[]	[]	fermentation		
28128	GO:0006113	fermentation	[]	[]	fermentation		
52227	GO:0006113	fermentation	[]	[]	fermentation		
28129	GO:0006113	fermentation	[]	[]	fermentation		
28130	GO:0006113	fermentation	[]	[]	fermentation		
28113	GO:0006113	fermentation	[]	[]	fermentation		
28131	GO:0006113	fermentation	[]	[]	fermentation		
840	GO:0006113	fermentation	[]	[]	fermentation		
282402	GO:0006113	fermentation	[]	[]	fermentation		
28133	GO:0006113	fermentation	[]	[]	fermentation		
28134	GO:0006113	fermentation	[]	[]	fermentation		
28135	GO:0006113	fermentation	[]	[]	fermentation		
28136	GO:0006113	fermentation	[]	[]	fermentation		
60133	GO:0006113	fermentation	[]	[]	fermentation		
28119	GO:0006113	fermentation	[]	[]	fermentation		
29536	GO:0006113	fermentation	[]	[]	fermentation		
59733	GO:0006113	fermentation	[]	[]	fermentation		
266748	GO:0006113	fermentation	[]	[]	fermentation		
266749	GO:0006113	fermentation	[]	[]	fermentation		
982	GO:0006113	fermentation	[]	[]	fermentation		
94254	GO:0006113	fermentation	[]	[]	fermentation		
94255	GO:0006113	fermentation	[]	[]	fermentation		
29528	GO:0006113	fermentation	[]	[]	fermentation		
46355	GO:0006113	fermentation	[]	[]	fermentation		
46356	GO:0006113	fermentation	[]	[]	fermentation		
159291	GO:0006113	fermentation	[]	[]	fermentation		
46357	GO:0006113	fermentation	[]	[]	fermentation		
147	GO:0006113	fermentation	[]	[]	fermentation		
148	GO:0006113	fermentation	[]	[]	fermentation		
215591	GO:0006113	fermentation	[]	[]	fermentation		
149	GO:0006113	fermentation	[]	[]	fermentation		
150	GO:0006113	fermentation	[]	[]	fermentation		
55206	GO:0006113	fermentation	[]	[]	fermentation		
151	GO:0006113	fermentation	[]	[]	fermentation		
152	GO:0006113	fermentation	[]	[]	fermentation		
156	GO:0006113	fermentation	[]	[]	fermentation		
273376	GO:0006113	fermentation	[]	[]	fermentation		
142	GO:0006113	fermentation	[]	[]	fermentation		
150829	GO:0006113	fermentation	[]	[]	fermentation		
163	GO:0006113	fermentation	[]	[]	fermentation		
158	GO:0006113	fermentation	[]	[]	fermentation		
58231	GO:0006113	fermentation	[]	[]	fermentation		
1653861	GO:0006113	fermentation	[]	[]	fermentation		
164	GO:0006113	fermentation	[]	[]	fermentation		
162	GO:0006113	fermentation	[]	[]	fermentation		
88058	GO:0006113	fermentation	[]	[]	fermentation		
174922	GO:0006113	fermentation	[]	[]	fermentation		
165	GO:0006113	fermentation	[]	[]	fermentation		
53419	GO:0006113	fermentation	[]	[]	fermentation		
167	GO:0006113	fermentation	[]	[]	fermentation		
69710	GO:0006113	fermentation	[]	[]	fermentation		
331680	GO:0006113	fermentation	[]	[]	fermentation		
172901	GO:0006113	fermentation	[]	[]	fermentation		
85682	GO:0006113	fermentation	[]	[]	fermentation		
38072	GO:0006113	fermentation	[]	[]	fermentation		
117184	GO:0006113	fermentation	[]	[]	fermentation		
44252	GO:0006113	fermentation	[]	[]	fermentation		
160487	GO:0006113	fermentation	[]	[]	fermentation		
71546	GO:0006113	fermentation	[]	[]	fermentation		
87650	GO:0006113	fermentation	[]	[]	fermentation		
136093	GO:0006113	fermentation	[]	[]	fermentation		
2748	GO:0006113	fermentation	[]	[]	fermentation		
28230	GO:0006113	fermentation	[]	[]	fermentation		
2752	GO:0006113	fermentation	[]	[]	fermentation		
2751	GO:0006113	fermentation	[]	[]	fermentation		
2750	GO:0006113	fermentation	[]	[]	fermentation		
254784	GO:0006113	fermentation	[]	[]	fermentation		
290589	GO:0006113	fermentation	[]	[]	fermentation		
46124	GO:0006113	fermentation	[]	[]	fermentation		
191770	GO:0006113	fermentation	[]	[]	fermentation		
1365	GO:0006113	fermentation	[]	[]	fermentation		
1366	GO:0006113	fermentation	[]	[]	fermentation		
91624	GO:0006113	fermentation	[]	[]	fermentation		
339861	GO:0006113	fermentation	[]	[]	fermentation		
338193	GO:0006113	fermentation	[]	[]	fermentation		
358742	GO:0006113	fermentation	[]	[]	fermentation		
37659	GO:0006113	fermentation	[]	[]	fermentation		
333367	GO:0006113	fermentation	[]	[]	fermentation		
1551	GO:0006113	fermentation	[]	[]	fermentation		
1561	GO:0006113	fermentation	[]	[]	fermentation		
1490	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1490	GO:0006113	fermentation	[]	[]	fermentation		
132925	GO:0006113	fermentation	[]	[]	fermentation		
1529	GO:0006113	fermentation	[]	[]	fermentation		
191027	GO:0006113	fermentation	[]	[]	fermentation		
36834	GO:0006113	fermentation	[]	[]	fermentation		
46867	GO:0006113	fermentation	[]	[]	fermentation		
1531	GO:0006113	fermentation	[]	[]	fermentation		
1532	GO:0006113	fermentation	[]	[]	fermentation		
1494	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1494	GO:0006113	fermentation	[]	[]	fermentation		
29357	GO:0006113	fermentation	[]	[]	fermentation		
1495	GO:0006113	fermentation	[]	[]	fermentation		
223919	GO:0006113	fermentation	[]	[]	fermentation		
84024	GO:0006113	fermentation	[]	[]	fermentation		
238834	GO:0006113	fermentation	[]	[]	fermentation		
99656	GO:0006113	fermentation	[]	[]	fermentation		
1497	GO:0006113	fermentation	[]	[]	fermentation		
84698	GO:0006113	fermentation	[]	[]	fermentation		
205327	GO:0006113	fermentation	[]	[]	fermentation		
312089	GO:0006113	fermentation	[]	[]	fermentation		
94869	GO:0006113	fermentation	[]	[]	fermentation		
36841	GO:0006113	fermentation	[]	[]	fermentation		
40575	GO:0006113	fermentation	[]	[]	fermentation		
84025	GO:0006113	fermentation	[]	[]	fermentation		
36842	GO:0006113	fermentation	[]	[]	fermentation		
154046	GO:0006113	fermentation	[]	[]	fermentation		
1498	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1498	GO:0006113	fermentation	[]	[]	fermentation		
36844	GO:0006113	fermentation	[]	[]	fermentation		
89153	GO:0006113	fermentation	[]	[]	fermentation		
69825	GO:0006113	fermentation	[]	[]	fermentation		
36845	GO:0006113	fermentation	[]	[]	fermentation		
1534	GO:0006113	fermentation	[]	[]	fermentation		
205328	GO:0006113	fermentation	[]	[]	fermentation		
1536	GO:0006113	fermentation	[]	[]	fermentation		
1536	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1557	GO:0006113	fermentation	[]	[]	fermentation		
33954	GO:0006113	fermentation	[]	[]	fermentation		
1541	GO:0006113	fermentation	[]	[]	fermentation		
81424	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
81424	GO:0006113	fermentation	[]	[]	fermentation		
84026	GO:0006113	fermentation	[]	[]	fermentation		
36847	GO:0006113	fermentation	[]	[]	fermentation		
1542	GO:0006113	fermentation	[]	[]	fermentation		
29346	GO:0006113	fermentation	[]	[]	fermentation		
46609	GO:0006113	fermentation	[]	[]	fermentation		
69208	GO:0006113	fermentation	[]	[]	fermentation		
29365	GO:0006113	fermentation	[]	[]	fermentation		
132926	GO:0006113	fermentation	[]	[]	fermentation		
1503	GO:0006113	fermentation	[]	[]	fermentation		
36850	GO:0006113	fermentation	[]	[]	fermentation		
1547	GO:0006113	fermentation	[]	[]	fermentation		
84029	GO:0006113	fermentation	[]	[]	fermentation		
169679	GO:0006113	fermentation	[]	[]	fermentation		
84030	GO:0006113	fermentation	[]	[]	fermentation		
36745	GO:0006113	fermentation	[]	[]	fermentation		
29369	GO:0006113	fermentation	[]	[]	fermentation		
84031	GO:0006113	fermentation	[]	[]	fermentation		
1548	GO:0006113	fermentation	[]	[]	fermentation		
351628	GO:0006113	fermentation	[]	[]	fermentation		
29347	GO:0006113	fermentation	[]	[]	fermentation		
1504	GO:0006113	fermentation	[]	[]	fermentation		
29370	GO:0006113	fermentation	[]	[]	fermentation		
1512	GO:0006113	fermentation	[]	[]	fermentation		
1559	GO:0006113	fermentation	[]	[]	fermentation		
29349	GO:0006113	fermentation	[]	[]	fermentation		
29372	GO:0006113	fermentation	[]	[]	fermentation		
29373	GO:0006113	fermentation	[]	[]	fermentation		
1519	GO:0006113	fermentation	[]	[]	fermentation		
119641	GO:0006113	fermentation	[]	[]	fermentation		
45497	GO:0006113	fermentation	[]	[]	fermentation		
36849	GO:0006113	fermentation	[]	[]	fermentation		
1731	GO:0006113	fermentation	[]	[]	fermentation		
1528	GO:0006113	fermentation	[]	[]	fermentation		
1735	GO:0006113	fermentation	[]	[]	fermentation		
83338	GO:0006113	fermentation	[]	[]	fermentation		
53442	GO:0006113	fermentation	[]	[]	fermentation		
290054	GO:0006113	fermentation	[]	[]	fermentation		
39484	GO:0006113	fermentation	[]	[]	fermentation		
290055	GO:0006113	fermentation	[]	[]	fermentation		
39488	GO:0006113	fermentation	[]	[]	fermentation		
39490	GO:0006113	fermentation	[]	[]	fermentation		
39491	GO:0006113	fermentation	[]	[]	fermentation		
143393	GO:0006113	fermentation	[]	[]	fermentation		
342666	GO:0006113	fermentation	[]	[]	fermentation		
180286	GO:0006113	fermentation	[]	[]	fermentation		
180311	GO:0006113	fermentation	[]	[]	fermentation		
100133	GO:0006113	fermentation	[]	[]	fermentation		
206393	GO:0006113	fermentation	[]	[]	fermentation		
110500	GO:0006113	fermentation	[]	[]	fermentation		
341694	GO:0006113	fermentation	[]	[]	fermentation		
29374	GO:0006113	fermentation	[]	[]	fermentation		
227138	GO:0006113	fermentation	[]	[]	fermentation		
2082	GO:0006113	fermentation	[]	[]	fermentation		
86170	GO:0006113	fermentation	[]	[]	fermentation		
905	GO:0006113	fermentation	[]	[]	fermentation		
907	GO:0006113	fermentation	[]	[]	fermentation		
86956	GO:0006113	fermentation	[]	[]	fermentation		
349096	GO:0006113	fermentation	[]	[]	fermentation		
865	GO:0006113	fermentation	[]	[]	fermentation		
54007	GO:0006113	fermentation	[]	[]	fermentation		
33036	GO:0006113	fermentation	[]	[]	fermentation		
253256	GO:0006113	fermentation	[]	[]	fermentation		
165813	GO:0006113	fermentation	[]	[]	fermentation		
97477	GO:0006113	fermentation	[]	[]	fermentation		
1120986	GO:0006113	fermentation	[]	[]	fermentation		
81412	GO:0006113	fermentation	[]	[]	fermentation		
2331	GO:0006113	fermentation	[]	[]	fermentation		
2331	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
42421	GO:0006113	fermentation	[]	[]	fermentation		
88362	GO:0006113	fermentation	[]	[]	fermentation		
56779	GO:0006113	fermentation	[]	[]	fermentation		
42859	GO:0006113	fermentation	[]	[]	fermentation		
29563	GO:0006113	fermentation	[]	[]	fermentation		
35786	GO:0006113	fermentation	[]	[]	fermentation		
108819	GO:0006113	fermentation	[]	[]	fermentation		
72174	GO:0006113	fermentation	[]	[]	fermentation		
745368	GO:0006113	fermentation	[]	[]	fermentation		
83765	GO:0006113	fermentation	[]	[]	fermentation		
45663	GO:0006113	fermentation	[]	[]	fermentation		
35816	GO:0006113	fermentation	[]	[]	fermentation		
29542	GO:0006113	fermentation	[]	[]	fermentation		
225195	GO:0006113	fermentation	[]	[]	fermentation		
29543	GO:0006113	fermentation	[]	[]	fermentation		
44672	GO:0006113	fermentation	[]	[]	fermentation		
139207	GO:0006113	fermentation	[]	[]	fermentation		
46540	GO:0006113	fermentation	[]	[]	fermentation		
46539	GO:0006113	fermentation	[]	[]	fermentation		
2424	GO:0006113	fermentation	[]	[]	fermentation		
61652	GO:0006113	fermentation	[]	[]	fermentation		
60442	GO:0006113	fermentation	[]	[]	fermentation		
145373	GO:0006113	fermentation	[]	[]	fermentation		
174037	GO:0006113	fermentation	[]	[]	fermentation		
56813	GO:0006113	fermentation	[]	[]	fermentation		
92172	GO:0006113	fermentation	[]	[]	fermentation		
142461	GO:0006113	fermentation	[]	[]	fermentation		
78554	GO:0006113	fermentation	[]	[]	fermentation		
55214	GO:0006113	fermentation	[]	[]	fermentation		
552	GO:0006113	fermentation	[]	[]	fermentation		
68334	GO:0006113	fermentation	[]	[]	fermentation		
79967	GO:0006113	fermentation	[]	[]	fermentation		
41202	GO:0006113	fermentation	[]	[]	fermentation		
703	GO:0006113	fermentation	[]	[]	fermentation		
53417	GO:0006113	fermentation	[]	[]	fermentation		
56812	GO:0006113	fermentation	[]	[]	fermentation		
43661	GO:0006113	fermentation	[]	[]	fermentation		
511998	GO:0006113	fermentation	[]	[]	fermentation		
261299	GO:0006113	fermentation	[]	[]	fermentation		
229919	GO:0006113	fermentation	[]	[]	fermentation		
229921	GO:0006113	fermentation	[]	[]	fermentation		
229920	GO:0006113	fermentation	[]	[]	fermentation		
185300	GO:0006113	fermentation	[]	[]	fermentation		
681398	GO:0006113	fermentation	[]	[]	fermentation		
1308	GO:0006113	fermentation	[]	[]	fermentation		
1584	GO:0006113	fermentation	[]	[]	fermentation		
1310	GO:0006113	fermentation	[]	[]	fermentation		
28051	GO:0006113	fermentation	[]	[]	fermentation		
1502	GO:0006113	fermentation	[]	[]	fermentation		
573	GO:0006113	fermentation	[]	[]	fermentation		
574	GO:0006113	fermentation	[]	[]	fermentation		
39831	GO:0006113	fermentation	[]	[]	fermentation		
575	GO:0006113	fermentation	[]	[]	fermentation		
673	GO:0006113	fermentation	[]	[]	fermentation		
1582	GO:0006113	fermentation	[]	[]	fermentation		
1359	GO:0006113	fermentation	[]	[]	fermentation		
1360	GO:0006113	fermentation	[]	[]	fermentation		
542	GO:0006113	fermentation	[]	[]	fermentation		
28446	GO:0006113	fermentation	[]	[]	fermentation		
28446	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1525	GO:0006113	fermentation	[]	[]	fermentation		
1245	GO:0006113	fermentation	[]	[]	fermentation		
1247	GO:0006113	fermentation	[]	[]	fermentation		
51663	GO:0006113	fermentation	[]	[]	fermentation		
1255	GO:0006113	fermentation	[]	[]	fermentation		
54062	GO:0006113	fermentation	[]	[]	fermentation		
622	GO:0006113	fermentation	[]	[]	fermentation		
666	GO:0006113	fermentation	[]	[]	fermentation		
149539	GO:0006113	fermentation	[]	[]	fermentation		
644	GO:0006113	fermentation	[]	[]	fermentation		
548	GO:0006113	fermentation	[]	[]	fermentation		
332411	GO:0006113	fermentation	[]	[]	fermentation		
189966	GO:0006113	fermentation	[]	[]	fermentation		
1476	GO:0006113	fermentation	[]	[]	fermentation		
28234	GO:0006113	fermentation	[]	[]	fermentation		
328301	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
328301	GO:0006113	fermentation	[]	[]	fermentation		
43064	GO:0006113	fermentation	[]	[]	fermentation		
185243	GO:0006113	fermentation	[]	[]	fermentation		
156203	GO:0006113	fermentation	[]	[]	fermentation		
156202	GO:0006113	fermentation	[]	[]	fermentation		
117503	GO:0006113	fermentation	[]	[]	fermentation		
76009	GO:0006113	fermentation	[]	[]	fermentation		
336261	GO:0006113	fermentation	[]	[]	fermentation		
44749	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
44749	GO:0006113	fermentation	[]	[]	fermentation		
861	GO:0006113	fermentation	[]	[]	fermentation		
188913	GO:0006113	fermentation	[]	[]	fermentation		
81467	GO:0006113	fermentation	[]	[]	fermentation		
185761	GO:0006113	fermentation	[]	[]	fermentation		
676202	GO:0006113	fermentation	[]	[]	fermentation		
577470	GO:0006113	fermentation	[]	[]	fermentation		
547188	GO:0006113	fermentation	[]	[]	fermentation		
60217	GO:0006113	fermentation	[]	[]	fermentation		
747304	GO:0043419	urea catabolic process	[]	[]	urea degradation		
649198	GO:0043419	urea catabolic process	[]	[]	urea degradation		
441112	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
182270	GO:0043419	urea catabolic process	[]	[]	urea degradation		
369936	GO:0043419	urea catabolic process	[]	[]	urea degradation		
344736	GO:0043419	urea catabolic process	[]	[]	urea degradation		
180441	GO:0043419	urea catabolic process	[]	[]	urea degradation		
240505	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
240505	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
216465	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
216465	GO:0019439	aromatic compound catabolic process	[]	[]	aromatic compound degradation		
1456769	GO:0043419	urea catabolic process	[]	[]	urea degradation		
515897	GO:0043419	urea catabolic process	[]	[]	urea degradation		
552061	GO:0043419	urea catabolic process	[]	[]	urea degradation		
1217970	GO:0043419	urea catabolic process	[]	[]	urea degradation		
568105	GO:0043419	urea catabolic process	[]	[]	urea degradation		
576117	GO:0043419	urea catabolic process	[]	[]	urea degradation		
1185766	GO:0043419	urea catabolic process	[]	[]	urea degradation		
588602	GO:0043419	urea catabolic process	[]	[]	urea degradation		
1327753	GO:0043419	urea catabolic process	[]	[]	urea degradation		
291190	GO:0043419	urea catabolic process	[]	[]	urea degradation		
1480615	GO:0120253	hydrocarbon catabolic process	[]	[]	hydrocarbon degradation		
