tax_id	object_id	object_label	object_categories	object_aliases	subject_label	start	end
715028	GO:0006113	fermentation	[]	[]	fermentation		
715028	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
681634	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
36832	GO:0006113	fermentation	[]	[]	fermentation		
36832	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
339	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
346	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
347	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
246787	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
28111	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
817	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
329854	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
28116	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
818	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
821	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
371601	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
77768	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
77095	GO:0006113	fermentation	[]	[]	fermentation		
77095	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
839	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
839	GO:0006113	fermentation	[]	[]	fermentation		
971	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
185007	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
185007	GO:0006113	fermentation	[]	[]	fermentation		
42322	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
39497	GO:0006113	fermentation	[]	[]	fermentation		
39497	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
867	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1335	GO:0006113	fermentation	[]	[]	fermentation		
1335	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1963	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
2026	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
28896	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
2336	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
54076	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
38282	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
301953	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
46679	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
45	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
889265	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
186116	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
1449	GO:0045493	xylan catabolic process	[]	[]	xylan degradation		
