subject	edge_label	object	relation	provided_by
NCBITaxon:287	biolink:growsIn	DSMZ:426		BACDIVE:24356
DSMZ:426	biolink:supportsGrowth	NCBITaxon:287		BACDIVE:24356
NCBITaxon:79681	biolink:growsIn	DSMZ:824		BACDIVE:18016
DSMZ:824	biolink:supportsGrowth	NCBITaxon:79681		BACDIVE:18016
NCBITaxon:46354	biolink:growsIn	DSMZ:640		BACDIVE:16841
DSMZ:640	biolink:supportsGrowth	NCBITaxon:46354		BACDIVE:16841
NCBITaxon:1889	biolink:growsIn	DSMZ:65		BACDIVE:14975
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1889		BACDIVE:14975
NCBITaxon:665571	biolink:growsIn	DSMZ:509a		BACDIVE:14322
DSMZ:509a	biolink:supportsGrowth	NCBITaxon:665571		BACDIVE:14322
NCBITaxon:1565	biolink:growsIn	DSMZ:63		BACDIVE:11793
DSMZ:63	biolink:supportsGrowth	NCBITaxon:1565		BACDIVE:11793
NCBITaxon:1830	biolink:growsIn	DSMZ:535		BACDIVE:10947
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1830		BACDIVE:10947
NCBITaxon:191768	biolink:growsIn	DSMZ:958		BACDIVE:10421
DSMZ:958	biolink:supportsGrowth	NCBITaxon:191768		BACDIVE:10421
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9103
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9103
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:8766
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:8766
NCBITaxon:2224	biolink:growsIn	DSMZ:334a		BACDIVE:7048
DSMZ:334a	biolink:supportsGrowth	NCBITaxon:2224		BACDIVE:7048
NCBITaxon:394097	biolink:growsIn	DSMZ:9		BACDIVE:3700
DSMZ:9	biolink:supportsGrowth	NCBITaxon:394097		BACDIVE:3700
NCBITaxon:38	biolink:growsIn	DSMZ:9		BACDIVE:3563
DSMZ:9	biolink:supportsGrowth	NCBITaxon:38		BACDIVE:3563
NCBITaxon:77007	biolink:growsIn	DSMZ:28		BACDIVE:2475
DSMZ:28	biolink:supportsGrowth	NCBITaxon:77007		BACDIVE:2475
NCBITaxon:267	biolink:growsIn	DSMZ:830		BACDIVE:158007
DSMZ:830	biolink:supportsGrowth	NCBITaxon:267		BACDIVE:158007
NCBITaxon:51671	biolink:growsIn	DSMZ:92		BACDIVE:157955
DSMZ:92	biolink:supportsGrowth	NCBITaxon:51671		BACDIVE:157955
NCBITaxon:391	biolink:growsIn	DSMZ:98		BACDIVE:132788
DSMZ:98	biolink:supportsGrowth	NCBITaxon:391		BACDIVE:132788
NCBITaxon:1691571	biolink:growsIn	DSMZ:215		BACDIVE:132255
DSMZ:215	biolink:supportsGrowth	NCBITaxon:1691571		BACDIVE:132255
NCBITaxon:35703	biolink:growsIn	DSMZ:220		BACDIVE:130907
DSMZ:220	biolink:supportsGrowth	NCBITaxon:35703		BACDIVE:130907
NCBITaxon:1290	biolink:growsIn	DSMZ:830		BACDIVE:130705
DSMZ:830	biolink:supportsGrowth	NCBITaxon:1290		BACDIVE:130705
NCBITaxon:87162	biolink:growsIn	DSMZ:403		BACDIVE:24805
DSMZ:403	biolink:supportsGrowth	NCBITaxon:87162		BACDIVE:24805
NCBITaxon:1185412	biolink:growsIn	DSMZ:1040		BACDIVE:24770
DSMZ:1040	biolink:supportsGrowth	NCBITaxon:1185412		BACDIVE:24770
NCBITaxon:66887	biolink:growsIn	DSMZ:65		BACDIVE:15141
DSMZ:65	biolink:supportsGrowth	NCBITaxon:66887		BACDIVE:15141
NCBITaxon:42239	biolink:growsIn	DSMZ:65		BACDIVE:14903
DSMZ:65	biolink:supportsGrowth	NCBITaxon:42239		BACDIVE:14903
NCBITaxon:29378	biolink:growsIn	DSMZ:220		BACDIVE:14443
DSMZ:220	biolink:supportsGrowth	NCBITaxon:29378		BACDIVE:14443
NCBITaxon:1336748	biolink:growsIn	DSMZ:1076b		BACDIVE:14362
DSMZ:1076b	biolink:supportsGrowth	NCBITaxon:1336748		BACDIVE:14362
NCBITaxon:287	biolink:growsIn	DSMZ:220		BACDIVE:12791
DSMZ:220	biolink:supportsGrowth	NCBITaxon:287		BACDIVE:12791
NCBITaxon:926565	biolink:growsIn	DSMZ:167		BACDIVE:3827
DSMZ:167	biolink:supportsGrowth	NCBITaxon:926565		BACDIVE:3827
NCBITaxon:1445	biolink:growsIn	DSMZ:31		BACDIVE:573
DSMZ:31	biolink:supportsGrowth	NCBITaxon:1445		BACDIVE:573
NCBITaxon:287	biolink:growsIn	DSMZ:92		BACDIVE:160145
DSMZ:92	biolink:supportsGrowth	NCBITaxon:287		BACDIVE:160145
NCBITaxon:28197	biolink:growsIn	DSMZ:693		BACDIVE:157920
DSMZ:693	biolink:supportsGrowth	NCBITaxon:28197		BACDIVE:157920
NCBITaxon:1268042	biolink:growsIn	DSMZ:830		BACDIVE:140062
DSMZ:830	biolink:supportsGrowth	NCBITaxon:1268042		BACDIVE:140062
NCBITaxon:1510570	biolink:growsIn	DSMZ:1		BACDIVE:132220
DSMZ:1	biolink:supportsGrowth	NCBITaxon:1510570		BACDIVE:132220
NCBITaxon:1323375	biolink:growsIn	DSMZ:904		BACDIVE:130818
DSMZ:904	biolink:supportsGrowth	NCBITaxon:1323375		BACDIVE:130818
NCBITaxon:1420916	biolink:growsIn	DSMZ:514		BACDIVE:130156
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1420916		BACDIVE:130156
NCBITaxon:1133344	biolink:growsIn	DSMZ:1384		BACDIVE:24180
DSMZ:1384	biolink:supportsGrowth	NCBITaxon:1133344		BACDIVE:24180
NCBITaxon:759412	biolink:growsIn	DSMZ:1095		BACDIVE:17655
DSMZ:1095	biolink:supportsGrowth	NCBITaxon:759412		BACDIVE:17655
NCBITaxon:29387	biolink:growsIn	DSMZ:220		BACDIVE:14584
DSMZ:220	biolink:supportsGrowth	NCBITaxon:29387		BACDIVE:14584
NCBITaxon:173509	biolink:growsIn	DSMZ:514		BACDIVE:14083
DSMZ:514	biolink:supportsGrowth	NCBITaxon:173509		BACDIVE:14083
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12286
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12286
NCBITaxon:83456	biolink:growsIn	DSMZ:9		BACDIVE:9925
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83456		BACDIVE:9925
NCBITaxon:119644	biolink:growsIn	DSMZ:937		BACDIVE:3798
DSMZ:937	biolink:supportsGrowth	NCBITaxon:119644		BACDIVE:3798
NCBITaxon:1506	biolink:growsIn	DSMZ:557		BACDIVE:2683
DSMZ:557	biolink:supportsGrowth	NCBITaxon:1506		BACDIVE:2683
NCBITaxon:1423	biolink:growsIn	DSMZ:220		BACDIVE:994
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1423		BACDIVE:994
NCBITaxon:1688488	biolink:growsIn	DSMZ:92		BACDIVE:160308
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1688488		BACDIVE:160308
NCBITaxon:1477506	biolink:growsIn	DSMZ:553		BACDIVE:158465
DSMZ:553	biolink:supportsGrowth	NCBITaxon:1477506		BACDIVE:158465
NCBITaxon:225843	biolink:growsIn	DSMZ:514		BACDIVE:132845
DSMZ:514	biolink:supportsGrowth	NCBITaxon:225843		BACDIVE:132845
NCBITaxon:1526551	biolink:growsIn	DSMZ:220		BACDIVE:130516
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1526551		BACDIVE:130516
NCBITaxon:1124188	biolink:growsIn	DSMZ:830		BACDIVE:24022
DSMZ:830	biolink:supportsGrowth	NCBITaxon:1124188		BACDIVE:24022
NCBITaxon:67257	biolink:growsIn	DSMZ:65		BACDIVE:16224
DSMZ:65	biolink:supportsGrowth	NCBITaxon:67257		BACDIVE:16224
NCBITaxon:1906	biolink:growsIn	DSMZ:65		BACDIVE:15200
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1906		BACDIVE:15200
NCBITaxon:1894	biolink:growsIn	DSMZ:65		BACDIVE:15023
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1894		BACDIVE:15023
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12253
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12253
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9323
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9323
NCBITaxon:1122230	biolink:growsIn	DSMZ:1523		BACDIVE:7004
DSMZ:1523	biolink:supportsGrowth	NCBITaxon:1122230		BACDIVE:7004
NCBITaxon:1121413	biolink:growsIn	DSMZ:742		BACDIVE:4034
DSMZ:742	biolink:supportsGrowth	NCBITaxon:1121413		BACDIVE:4034
NCBITaxon:2053610	biolink:growsIn	DSMZ:666		BACDIVE:2513
DSMZ:666	biolink:supportsGrowth	NCBITaxon:2053610		BACDIVE:2513
NCBITaxon:33932	biolink:growsIn	DSMZ:31		BACDIVE:1085
DSMZ:31	biolink:supportsGrowth	NCBITaxon:33932		BACDIVE:1085
NCBITaxon:1925027	biolink:growsIn	DSMZ:92		BACDIVE:160203
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1925027		BACDIVE:160203
NCBITaxon:1329800	biolink:growsIn	DSMZ:514		BACDIVE:130841
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1329800		BACDIVE:130841
NCBITaxon:349910	biolink:growsIn	DSMZ:65		BACDIVE:23315
DSMZ:65	biolink:supportsGrowth	NCBITaxon:349910		BACDIVE:23315
NCBITaxon:2287	biolink:growsIn	DSMZ:182		BACDIVE:16651
DSMZ:182	biolink:supportsGrowth	NCBITaxon:2287		BACDIVE:16651
NCBITaxon:67263	biolink:growsIn	DSMZ:65		BACDIVE:16264
DSMZ:65	biolink:supportsGrowth	NCBITaxon:67263		BACDIVE:16264
NCBITaxon:1931	biolink:growsIn	DSMZ:65		BACDIVE:15974
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1931		BACDIVE:15974
NCBITaxon:66904	biolink:growsIn	DSMZ:65		BACDIVE:15564
DSMZ:65	biolink:supportsGrowth	NCBITaxon:66904		BACDIVE:15564
NCBITaxon:416012	biolink:growsIn	DSMZ:220		BACDIVE:11624
DSMZ:220	biolink:supportsGrowth	NCBITaxon:416012		BACDIVE:11624
NCBITaxon:1833	biolink:growsIn	DSMZ:65		BACDIVE:10870
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1833		BACDIVE:10870
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9349
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9349
NCBITaxon:573	biolink:growsIn	DSMZ:220		BACDIVE:4964
DSMZ:220	biolink:supportsGrowth	NCBITaxon:573		BACDIVE:4964
NCBITaxon:195064	biolink:growsIn	DSMZ:28		BACDIVE:4271
DSMZ:28	biolink:supportsGrowth	NCBITaxon:195064		BACDIVE:4271
NCBITaxon:51671	biolink:growsIn	DSMZ:514		BACDIVE:160381
DSMZ:514	biolink:supportsGrowth	NCBITaxon:51671		BACDIVE:160381
NCBITaxon:573	biolink:growsIn	DSMZ:92		BACDIVE:159253
DSMZ:92	biolink:supportsGrowth	NCBITaxon:573		BACDIVE:159253
NCBITaxon:288004	biolink:growsIn	DSMZ:1191		BACDIVE:139812
DSMZ:1191	biolink:supportsGrowth	NCBITaxon:288004		BACDIVE:139812
NCBITaxon:1872711	biolink:growsIn	DSMZ:553		BACDIVE:132633
DSMZ:553	biolink:supportsGrowth	NCBITaxon:1872711		BACDIVE:132633
NCBITaxon:35761	biolink:growsIn	DSMZ:830		BACDIVE:131844
DSMZ:830	biolink:supportsGrowth	NCBITaxon:35761		BACDIVE:131844
NCBITaxon:1460875	biolink:growsIn	DSMZ:693		BACDIVE:131309
DSMZ:693	biolink:supportsGrowth	NCBITaxon:1460875		BACDIVE:131309
NCBITaxon:427	biolink:growsIn	DSMZ:830		BACDIVE:23094
DSMZ:830	biolink:supportsGrowth	NCBITaxon:427		BACDIVE:23094
NCBITaxon:132474	biolink:growsIn	DSMZ:65		BACDIVE:15524
DSMZ:65	biolink:supportsGrowth	NCBITaxon:132474		BACDIVE:15524
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12459
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12459
NCBITaxon:1184688	biolink:growsIn	DSMZ:381		BACDIVE:11664
DSMZ:381	biolink:supportsGrowth	NCBITaxon:1184688		BACDIVE:11664
NCBITaxon:398554	biolink:growsIn	DSMZ:535		BACDIVE:10595
DSMZ:535	biolink:supportsGrowth	NCBITaxon:398554		BACDIVE:10595
NCBITaxon:83456	biolink:growsIn	DSMZ:9		BACDIVE:9974
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83456		BACDIVE:9974
NCBITaxon:349313	biolink:growsIn	DSMZ:65		BACDIVE:8041
DSMZ:65	biolink:supportsGrowth	NCBITaxon:349313		BACDIVE:8041
NCBITaxon:1550242	biolink:growsIn	DSMZ:877		BACDIVE:5819
DSMZ:877	biolink:supportsGrowth	NCBITaxon:1550242		BACDIVE:5819
NCBITaxon:60036	biolink:growsIn	DSMZ:838		BACDIVE:5802
DSMZ:838	biolink:supportsGrowth	NCBITaxon:60036		BACDIVE:5802
NCBITaxon:83451	biolink:growsIn	DSMZ:9		BACDIVE:3434
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83451		BACDIVE:3434
NCBITaxon:592050	biolink:growsIn	DSMZ:535		BACDIVE:2904
DSMZ:535	biolink:supportsGrowth	NCBITaxon:592050		BACDIVE:2904
NCBITaxon:419481	biolink:growsIn	DSMZ:1040		BACDIVE:159480
DSMZ:1040	biolink:supportsGrowth	NCBITaxon:419481		BACDIVE:159480
NCBITaxon:556325	biolink:growsIn	DSMZ:736		BACDIVE:140035
DSMZ:736	biolink:supportsGrowth	NCBITaxon:556325		BACDIVE:140035
NCBITaxon:1805671	biolink:growsIn	DSMZ:514		BACDIVE:132542
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1805671		BACDIVE:132542
NCBITaxon:1872086	biolink:growsIn	DSMZ:1618		BACDIVE:132233
DSMZ:1618	biolink:supportsGrowth	NCBITaxon:1872086		BACDIVE:132233
NCBITaxon:1123372	biolink:growsIn	DSMZ:63		BACDIVE:16893
DSMZ:63	biolink:supportsGrowth	NCBITaxon:1123372		BACDIVE:16893
NCBITaxon:1755	biolink:growsIn	DSMZ:61		BACDIVE:16839
DSMZ:61	biolink:supportsGrowth	NCBITaxon:1755		BACDIVE:16839
NCBITaxon:1525	biolink:growsIn	DSMZ:316		BACDIVE:16812
DSMZ:316	biolink:supportsGrowth	NCBITaxon:1525		BACDIVE:16812
NCBITaxon:444093	biolink:growsIn	DSMZ:503c		BACDIVE:16790
DSMZ:503c	biolink:supportsGrowth	NCBITaxon:444093		BACDIVE:16790
NCBITaxon:1906	biolink:growsIn	DSMZ:65		BACDIVE:15193
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1906		BACDIVE:15193
NCBITaxon:589035	biolink:growsIn	DSMZ:381		BACDIVE:13657
DSMZ:381	biolink:supportsGrowth	NCBITaxon:589035		BACDIVE:13657
NCBITaxon:106592	biolink:growsIn	DSMZ:1283		BACDIVE:13560
DSMZ:1283	biolink:supportsGrowth	NCBITaxon:106592		BACDIVE:13560
NCBITaxon:191292	biolink:growsIn	DSMZ:535		BACDIVE:11036
DSMZ:535	biolink:supportsGrowth	NCBITaxon:191292		BACDIVE:11036
NCBITaxon:54	biolink:growsIn	DSMZ:9		BACDIVE:10337
DSMZ:9	biolink:supportsGrowth	NCBITaxon:54		BACDIVE:10337
NCBITaxon:889268	biolink:growsIn	DSMZ:9		BACDIVE:10313
DSMZ:9	biolink:supportsGrowth	NCBITaxon:889268		BACDIVE:10313
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:8827
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:8827
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:8700
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:8700
NCBITaxon:991009	biolink:growsIn	DSMZ:92		BACDIVE:7791
DSMZ:92	biolink:supportsGrowth	NCBITaxon:991009		BACDIVE:7791
NCBITaxon:1667	biolink:growsIn	DSMZ:92		BACDIVE:7549
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1667		BACDIVE:7549
NCBITaxon:269709	biolink:growsIn	DSMZ:1180		BACDIVE:7207
DSMZ:1180	biolink:supportsGrowth	NCBITaxon:269709		BACDIVE:7207
NCBITaxon:1294260	biolink:growsIn	DSMZ:838		BACDIVE:5806
DSMZ:838	biolink:supportsGrowth	NCBITaxon:1294260		BACDIVE:5806
NCBITaxon:106634	biolink:growsIn	DSMZ:925		BACDIVE:4288
DSMZ:925	biolink:supportsGrowth	NCBITaxon:106634		BACDIVE:4288
NCBITaxon:158192	biolink:growsIn	DSMZ:732a		BACDIVE:4237
DSMZ:732a	biolink:supportsGrowth	NCBITaxon:158192		BACDIVE:4237
NCBITaxon:1989	biolink:growsIn	DSMZ:535		BACDIVE:158830
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1989		BACDIVE:158830
NCBITaxon:287	biolink:growsIn	DSMZ:381		BACDIVE:157800
DSMZ:381	biolink:supportsGrowth	NCBITaxon:287		BACDIVE:157800
NCBITaxon:1296536	biolink:growsIn	DSMZ:1		BACDIVE:132178
DSMZ:1	biolink:supportsGrowth	NCBITaxon:1296536		BACDIVE:132178
NCBITaxon:1927144	biolink:growsIn	DSMZ:514		BACDIVE:131486
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1927144		BACDIVE:131486
NCBITaxon:1411316	biolink:growsIn	DSMZ:830		BACDIVE:24546
DSMZ:830	biolink:supportsGrowth	NCBITaxon:1411316		BACDIVE:24546
NCBITaxon:1119534	biolink:growsIn	DSMZ:830		BACDIVE:23164
DSMZ:830	biolink:supportsGrowth	NCBITaxon:1119534		BACDIVE:23164
NCBITaxon:1280	biolink:growsIn	DSMZ:53		BACDIVE:14491
DSMZ:53	biolink:supportsGrowth	NCBITaxon:1280		BACDIVE:14491
NCBITaxon:33	biolink:growsIn	DSMZ:9		BACDIVE:9801
DSMZ:9	biolink:supportsGrowth	NCBITaxon:33		BACDIVE:9801
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9261
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9261
NCBITaxon:1774	biolink:growsIn	DSMZ:354		BACDIVE:8563
DSMZ:354	biolink:supportsGrowth	NCBITaxon:1774		BACDIVE:8563
NCBITaxon:29508	biolink:growsIn	DSMZ:1113		BACDIVE:6798
DSMZ:1113	biolink:supportsGrowth	NCBITaxon:29508		BACDIVE:6798
NCBITaxon:562	biolink:growsIn	DSMZ:381		BACDIVE:4845
DSMZ:381	biolink:supportsGrowth	NCBITaxon:562		BACDIVE:4845
NCBITaxon:591202	biolink:growsIn	DSMZ:830		BACDIVE:3766
DSMZ:830	biolink:supportsGrowth	NCBITaxon:591202		BACDIVE:3766
NCBITaxon:332101	biolink:growsIn	DSMZ:104b		BACDIVE:2837
DSMZ:104b	biolink:supportsGrowth	NCBITaxon:332101		BACDIVE:2837
NCBITaxon:299072	biolink:growsIn	DSMZ:63		BACDIVE:160576
DSMZ:63	biolink:supportsGrowth	NCBITaxon:299072		BACDIVE:160576
NCBITaxon:1516159	biolink:growsIn	DSMZ:514		BACDIVE:158432
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1516159		BACDIVE:158432
NCBITaxon:562	biolink:growsIn	DSMZ:381		BACDIVE:157698
DSMZ:381	biolink:supportsGrowth	NCBITaxon:562		BACDIVE:157698
NCBITaxon:1581193	biolink:growsIn	DSMZ:65		BACDIVE:132338
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1581193		BACDIVE:132338
NCBITaxon:1409	biolink:growsIn	DSMZ:31		BACDIVE:24838
DSMZ:31	biolink:supportsGrowth	NCBITaxon:1409		BACDIVE:24838
NCBITaxon:619730	biolink:growsIn	DSMZ:736		BACDIVE:24113
DSMZ:736	biolink:supportsGrowth	NCBITaxon:619730		BACDIVE:24113
NCBITaxon:1085	biolink:growsIn	DSMZ:27		BACDIVE:14010
DSMZ:27	biolink:supportsGrowth	NCBITaxon:1085		BACDIVE:14010
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9015
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9015
NCBITaxon:282669	biolink:growsIn	DSMZ:514		BACDIVE:8195
DSMZ:514	biolink:supportsGrowth	NCBITaxon:282669		BACDIVE:8195
NCBITaxon:1270	biolink:growsIn	DSMZ:220		BACDIVE:7695
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1270		BACDIVE:7695
NCBITaxon:1871328	biolink:growsIn	DSMZ:514		BACDIVE:7653
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1871328		BACDIVE:7653
NCBITaxon:693977	biolink:growsIn	DSMZ:53		BACDIVE:3851
DSMZ:53	biolink:supportsGrowth	NCBITaxon:693977		BACDIVE:3851
NCBITaxon:426703	biolink:growsIn	DSMZ:785		BACDIVE:2245
DSMZ:785	biolink:supportsGrowth	NCBITaxon:426703		BACDIVE:2245
NCBITaxon:402384	biolink:growsIn	DSMZ:514d		BACDIVE:1353
DSMZ:514d	biolink:supportsGrowth	NCBITaxon:402384		BACDIVE:1353
NCBITaxon:1409	biolink:growsIn	DSMZ:1		BACDIVE:823
DSMZ:1	biolink:supportsGrowth	NCBITaxon:1409		BACDIVE:823
NCBITaxon:1120952	biolink:growsIn	DSMZ:92		BACDIVE:222
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1120952		BACDIVE:222
NCBITaxon:1564956	biolink:growsIn	DSMZ:514		BACDIVE:159635
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1564956		BACDIVE:159635
NCBITaxon:1882781	biolink:growsIn	DSMZ:514		BACDIVE:139930
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1882781		BACDIVE:139930
NCBITaxon:197	biolink:growsIn	DSMZ:693		BACDIVE:131207
DSMZ:693	biolink:supportsGrowth	NCBITaxon:197		BACDIVE:131207
NCBITaxon:469547	biolink:growsIn	DSMZ:535		BACDIVE:24310
DSMZ:535	biolink:supportsGrowth	NCBITaxon:469547		BACDIVE:24310
NCBITaxon:33950	biolink:growsIn	DSMZ:211		BACDIVE:18050
DSMZ:211	biolink:supportsGrowth	NCBITaxon:33950		BACDIVE:18050
NCBITaxon:1749	biolink:growsIn	DSMZ:91		BACDIVE:12650
DSMZ:91	biolink:supportsGrowth	NCBITaxon:1749		BACDIVE:12650
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12228
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12228
NCBITaxon:1423751	biolink:growsIn	DSMZ:11		BACDIVE:6700
DSMZ:11	biolink:supportsGrowth	NCBITaxon:1423751		BACDIVE:6700
NCBITaxon:416585	biolink:growsIn	DSMZ:1194		BACDIVE:5953
DSMZ:1194	biolink:supportsGrowth	NCBITaxon:416585		BACDIVE:5953
NCBITaxon:394092	biolink:growsIn	DSMZ:9		BACDIVE:3493
DSMZ:9	biolink:supportsGrowth	NCBITaxon:394092		BACDIVE:3493
NCBITaxon:83451	biolink:growsIn	DSMZ:9		BACDIVE:3455
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83451		BACDIVE:3455
NCBITaxon:1423	biolink:growsIn	DSMZ:220		BACDIVE:988
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1423		BACDIVE:988
NCBITaxon:573	biolink:growsIn	DSMZ:92		BACDIVE:159235
DSMZ:92	biolink:supportsGrowth	NCBITaxon:573		BACDIVE:159235
NCBITaxon:1720302	biolink:growsIn	DSMZ:535		BACDIVE:132046
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1720302		BACDIVE:132046
NCBITaxon:1667	biolink:growsIn	DSMZ:92		BACDIVE:131607
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1667		BACDIVE:131607
NCBITaxon:197	biolink:growsIn	DSMZ:693		BACDIVE:131192
DSMZ:693	biolink:supportsGrowth	NCBITaxon:197		BACDIVE:131192
NCBITaxon:1299998	biolink:growsIn	DSMZ:104		BACDIVE:130827
DSMZ:104	biolink:supportsGrowth	NCBITaxon:1299998		BACDIVE:130827
NCBITaxon:1119056	biolink:growsIn	DSMZ:830		BACDIVE:22996
DSMZ:830	biolink:supportsGrowth	NCBITaxon:1119056		BACDIVE:22996
NCBITaxon:273075	biolink:growsIn	DSMZ:158		BACDIVE:17017
DSMZ:158	biolink:supportsGrowth	NCBITaxon:273075		BACDIVE:17017
NCBITaxon:68233	biolink:growsIn	DSMZ:65		BACDIVE:15390
DSMZ:65	biolink:supportsGrowth	NCBITaxon:68233		BACDIVE:15390
NCBITaxon:1122945	biolink:growsIn	DSMZ:514		BACDIVE:13847
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1122945		BACDIVE:13847
NCBITaxon:115433	biolink:growsIn	DSMZ:83		BACDIVE:13236
DSMZ:83	biolink:supportsGrowth	NCBITaxon:115433		BACDIVE:13236
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12268
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12268
NCBITaxon:562	biolink:growsIn	DSMZ:1		BACDIVE:4441
DSMZ:1	biolink:supportsGrowth	NCBITaxon:562		BACDIVE:4441
NCBITaxon:885	biolink:growsIn	DSMZ:641		BACDIVE:4093
DSMZ:641	biolink:supportsGrowth	NCBITaxon:885		BACDIVE:4093
NCBITaxon:52017	biolink:growsIn	DSMZ:410		BACDIVE:4055
DSMZ:410	biolink:supportsGrowth	NCBITaxon:52017		BACDIVE:4055
NCBITaxon:572477	biolink:growsIn	DSMZ:28		BACDIVE:2424
DSMZ:28	biolink:supportsGrowth	NCBITaxon:572477		BACDIVE:2424
NCBITaxon:197	biolink:growsIn	DSMZ:693		BACDIVE:2173
DSMZ:693	biolink:supportsGrowth	NCBITaxon:197		BACDIVE:2173
NCBITaxon:1983407	biolink:growsIn	DSMZ:514		BACDIVE:160612
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1983407		BACDIVE:160612
NCBITaxon:1872573	biolink:growsIn	DSMZ:220		BACDIVE:160594
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1872573		BACDIVE:160594
NCBITaxon:1701	biolink:growsIn	DSMZ:92		BACDIVE:159989
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1701		BACDIVE:159989
NCBITaxon:1641701	biolink:growsIn	DSMZ:514		BACDIVE:140106
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1641701		BACDIVE:140106
NCBITaxon:28214	biolink:growsIn	DSMZ:830		BACDIVE:131972
DSMZ:830	biolink:supportsGrowth	NCBITaxon:28214		BACDIVE:131972
NCBITaxon:28214	biolink:growsIn	DSMZ:830		BACDIVE:131951
DSMZ:830	biolink:supportsGrowth	NCBITaxon:28214		BACDIVE:131951
NCBITaxon:1402137	biolink:growsIn	DSMZ:1545		BACDIVE:131254
DSMZ:1545	biolink:supportsGrowth	NCBITaxon:1402137		BACDIVE:131254
NCBITaxon:1181886	biolink:growsIn	DSMZ:553		BACDIVE:24454
DSMZ:553	biolink:supportsGrowth	NCBITaxon:1181886		BACDIVE:24454
NCBITaxon:369958	biolink:growsIn	DSMZ:641		BACDIVE:23185
DSMZ:641	biolink:supportsGrowth	NCBITaxon:369958		BACDIVE:23185
