subject	edge_label	object	relation	provided_by
NCBITaxon:1506	biolink:growsIn	DSMZ:104c		BACDIVE:160014
DSMZ:104c	biolink:supportsGrowth	NCBITaxon:1506		BACDIVE:160014
NCBITaxon:2756294	biolink:growsIn	DSMZ:1708		BACDIVE:159902
DSMZ:1708	biolink:supportsGrowth	NCBITaxon:2756294		BACDIVE:159902
NCBITaxon:51671	biolink:growsIn	DSMZ:514		BACDIVE:132764
DSMZ:514	biolink:supportsGrowth	NCBITaxon:51671		BACDIVE:132764
NCBITaxon:1871049	biolink:growsIn	DSMZ:535		BACDIVE:131914
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1871049		BACDIVE:131914
NCBITaxon:573	biolink:growsIn	DSMZ:1		BACDIVE:131732
DSMZ:1	biolink:supportsGrowth	NCBITaxon:573		BACDIVE:131732
NCBITaxon:1608407	biolink:growsIn	DSMZ:514		BACDIVE:131343
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1608407		BACDIVE:131343
NCBITaxon:71999	biolink:growsIn	DSMZ:92		BACDIVE:131071
DSMZ:92	biolink:supportsGrowth	NCBITaxon:71999		BACDIVE:131071
NCBITaxon:709987	biolink:growsIn	DSMZ:65		BACDIVE:23217
DSMZ:65	biolink:supportsGrowth	NCBITaxon:709987		BACDIVE:23217
NCBITaxon:54571	biolink:growsIn	DSMZ:65		BACDIVE:16069
DSMZ:65	biolink:supportsGrowth	NCBITaxon:54571		BACDIVE:16069
NCBITaxon:1571	biolink:growsIn	DSMZ:2		BACDIVE:11991
DSMZ:2	biolink:supportsGrowth	NCBITaxon:1571		BACDIVE:11991
NCBITaxon:1121003	biolink:growsIn	DSMZ:545		BACDIVE:11866
DSMZ:545	biolink:supportsGrowth	NCBITaxon:1121003		BACDIVE:11866
NCBITaxon:136399	biolink:growsIn	DSMZ:684		BACDIVE:11826
DSMZ:684	biolink:supportsGrowth	NCBITaxon:136399		BACDIVE:11826
NCBITaxon:143495	biolink:growsIn	DSMZ:1		BACDIVE:11399
DSMZ:1	biolink:supportsGrowth	NCBITaxon:143495		BACDIVE:11399
NCBITaxon:33014	biolink:growsIn	DSMZ:53		BACDIVE:7285
DSMZ:53	biolink:supportsGrowth	NCBITaxon:33014		BACDIVE:7285
NCBITaxon:910540	biolink:growsIn	DSMZ:11		BACDIVE:6841
DSMZ:11	biolink:supportsGrowth	NCBITaxon:910540		BACDIVE:6841
NCBITaxon:1123059	biolink:growsIn	DSMZ:514		BACDIVE:6224
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1123059		BACDIVE:6224
NCBITaxon:394090	biolink:growsIn	DSMZ:9		BACDIVE:3309
DSMZ:9	biolink:supportsGrowth	NCBITaxon:394090		BACDIVE:3309
NCBITaxon:1121255	biolink:growsIn	DSMZ:830c		BACDIVE:3027
DSMZ:830c	biolink:supportsGrowth	NCBITaxon:1121255		BACDIVE:3027
NCBITaxon:1423	biolink:growsIn	DSMZ:220		BACDIVE:995
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1423		BACDIVE:995
NCBITaxon:1409	biolink:growsIn	DSMZ:514		BACDIVE:939
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1409		BACDIVE:939
NCBITaxon:2847778	biolink:growsIn	DSMZ:293		BACDIVE:160321
DSMZ:293	biolink:supportsGrowth	NCBITaxon:2847778		BACDIVE:160321
NCBITaxon:1931	biolink:growsIn	DSMZ:65		BACDIVE:160274
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1931		BACDIVE:160274
NCBITaxon:1872127	biolink:growsIn	DSMZ:553		BACDIVE:159677
DSMZ:553	biolink:supportsGrowth	NCBITaxon:1872127		BACDIVE:159677
NCBITaxon:207340	biolink:growsIn	DSMZ:830		BACDIVE:159525
DSMZ:830	biolink:supportsGrowth	NCBITaxon:207340		BACDIVE:159525
NCBITaxon:287	biolink:growsIn	DSMZ:92		BACDIVE:159017
DSMZ:92	biolink:supportsGrowth	NCBITaxon:287		BACDIVE:159017
NCBITaxon:2447885	biolink:growsIn	DSMZ:104		BACDIVE:158883
DSMZ:104	biolink:supportsGrowth	NCBITaxon:2447885		BACDIVE:158883
NCBITaxon:2575441	biolink:growsIn	DSMZ:65		BACDIVE:157980
DSMZ:65	biolink:supportsGrowth	NCBITaxon:2575441		BACDIVE:157980
NCBITaxon:1931	biolink:growsIn	DSMZ:554		BACDIVE:157894
DSMZ:554	biolink:supportsGrowth	NCBITaxon:1931		BACDIVE:157894
NCBITaxon:197	biolink:growsIn	DSMZ:693		BACDIVE:131211
DSMZ:693	biolink:supportsGrowth	NCBITaxon:197		BACDIVE:131211
NCBITaxon:1551649	biolink:growsIn	DSMZ:535		BACDIVE:130667
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1551649		BACDIVE:130667
NCBITaxon:936338	biolink:growsIn	DSMZ:65		BACDIVE:24635
DSMZ:65	biolink:supportsGrowth	NCBITaxon:936338		BACDIVE:24635
NCBITaxon:1052014	biolink:growsIn	DSMZ:371		BACDIVE:24068
DSMZ:371	biolink:supportsGrowth	NCBITaxon:1052014		BACDIVE:24068
NCBITaxon:741063	biolink:growsIn	DSMZ:830		BACDIVE:23518
DSMZ:830	biolink:supportsGrowth	NCBITaxon:741063		BACDIVE:23518
NCBITaxon:1908224	biolink:growsIn	DSMZ:1a		BACDIVE:12939
DSMZ:1a	biolink:supportsGrowth	NCBITaxon:1908224		BACDIVE:12939
NCBITaxon:457921	biolink:growsIn	DSMZ:830		BACDIVE:11333
DSMZ:830	biolink:supportsGrowth	NCBITaxon:457921		BACDIVE:11333
NCBITaxon:1401690	biolink:growsIn	DSMZ:645		BACDIVE:8445
DSMZ:645	biolink:supportsGrowth	NCBITaxon:1401690		BACDIVE:8445
NCBITaxon:37931	biolink:growsIn	DSMZ:53		BACDIVE:7570
DSMZ:53	biolink:supportsGrowth	NCBITaxon:37931		BACDIVE:7570
NCBITaxon:2161	biolink:growsIn	DSMZ:825		BACDIVE:6917
DSMZ:825	biolink:supportsGrowth	NCBITaxon:2161		BACDIVE:6917
NCBITaxon:71864	biolink:growsIn	DSMZ:9		BACDIVE:6130
DSMZ:9	biolink:supportsGrowth	NCBITaxon:71864		BACDIVE:6130
NCBITaxon:52689	biolink:growsIn	DSMZ:900		BACDIVE:5409
DSMZ:900	biolink:supportsGrowth	NCBITaxon:52689		BACDIVE:5409
NCBITaxon:562	biolink:growsIn	DSMZ:381		BACDIVE:4698
DSMZ:381	biolink:supportsGrowth	NCBITaxon:562		BACDIVE:4698
NCBITaxon:588932	biolink:growsIn	DSMZ:1		BACDIVE:2300
DSMZ:1	biolink:supportsGrowth	NCBITaxon:588932		BACDIVE:2300
NCBITaxon:285983	biolink:growsIn	DSMZ:220		BACDIVE:1204
DSMZ:220	biolink:supportsGrowth	NCBITaxon:285983		BACDIVE:1204
NCBITaxon:33025	biolink:growsIn	DSMZ:104c		BACDIVE:101
DSMZ:104c	biolink:supportsGrowth	NCBITaxon:33025		BACDIVE:101
NCBITaxon:573	biolink:growsIn	DSMZ:92		BACDIVE:159277
DSMZ:92	biolink:supportsGrowth	NCBITaxon:573		BACDIVE:159277
NCBITaxon:1926584	biolink:growsIn	DSMZ:1472		BACDIVE:140446
DSMZ:1472	biolink:supportsGrowth	NCBITaxon:1926584		BACDIVE:140446
NCBITaxon:1541174	biolink:growsIn	DSMZ:92		BACDIVE:132280
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1541174		BACDIVE:132280
NCBITaxon:1409	biolink:growsIn	DSMZ:220		BACDIVE:131648
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1409		BACDIVE:131648
NCBITaxon:1404245	biolink:growsIn	DSMZ:535a		BACDIVE:130267
DSMZ:535a	biolink:supportsGrowth	NCBITaxon:1404245		BACDIVE:130267
NCBITaxon:1038014	biolink:growsIn	DSMZ:514		BACDIVE:24028
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1038014		BACDIVE:24028
NCBITaxon:388413	biolink:growsIn	DSMZ:514		BACDIVE:23439
DSMZ:514	biolink:supportsGrowth	NCBITaxon:388413		BACDIVE:23439
NCBITaxon:33995	biolink:growsIn	DSMZ:1430		BACDIVE:22895
DSMZ:1430	biolink:supportsGrowth	NCBITaxon:33995		BACDIVE:22895
NCBITaxon:489703	biolink:growsIn	DSMZ:830		BACDIVE:18156
DSMZ:830	biolink:supportsGrowth	NCBITaxon:489703		BACDIVE:18156
NCBITaxon:1453497	biolink:growsIn	DSMZ:284		BACDIVE:17072
DSMZ:284	biolink:supportsGrowth	NCBITaxon:1453497		BACDIVE:17072
NCBITaxon:1923	biolink:growsIn	DSMZ:65		BACDIVE:15464
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1923		BACDIVE:15464
NCBITaxon:68179	biolink:growsIn	DSMZ:65		BACDIVE:15045
DSMZ:65	biolink:supportsGrowth	NCBITaxon:68179		BACDIVE:15045
NCBITaxon:1358	biolink:growsIn	DSMZ:92		BACDIVE:14701
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1358		BACDIVE:14701
NCBITaxon:306	biolink:growsIn	DSMZ:1a		BACDIVE:12993
DSMZ:1a	biolink:supportsGrowth	NCBITaxon:306		BACDIVE:12993
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12331
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12331
NCBITaxon:34	biolink:growsIn	DSMZ:9		BACDIVE:9999
DSMZ:9	biolink:supportsGrowth	NCBITaxon:34		BACDIVE:9999
NCBITaxon:33	biolink:growsIn	DSMZ:9		BACDIVE:9676
DSMZ:9	biolink:supportsGrowth	NCBITaxon:33		BACDIVE:9676
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9359
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9359
NCBITaxon:662478	biolink:growsIn	DSMZ:372		BACDIVE:5930
DSMZ:372	biolink:supportsGrowth	NCBITaxon:662478		BACDIVE:5930
NCBITaxon:43	biolink:growsIn	DSMZ:9		BACDIVE:3275
DSMZ:9	biolink:supportsGrowth	NCBITaxon:43		BACDIVE:3275
NCBITaxon:500632	biolink:growsIn	DSMZ:110		BACDIVE:2619
DSMZ:110	biolink:supportsGrowth	NCBITaxon:500632		BACDIVE:2619
NCBITaxon:1497	biolink:growsIn	DSMZ:14		BACDIVE:2589
DSMZ:14	biolink:supportsGrowth	NCBITaxon:1497		BACDIVE:2589
NCBITaxon:658167	biolink:growsIn	DSMZ:830c		BACDIVE:390
DSMZ:830c	biolink:supportsGrowth	NCBITaxon:658167		BACDIVE:390
NCBITaxon:651	biolink:growsIn	DSMZ:1a		BACDIVE:243
DSMZ:1a	biolink:supportsGrowth	NCBITaxon:651		BACDIVE:243
NCBITaxon:1931	biolink:growsIn	DSMZ:65		BACDIVE:159110
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1931		BACDIVE:159110
NCBITaxon:75310	biolink:growsIn	DSMZ:830		BACDIVE:131116
DSMZ:830	biolink:supportsGrowth	NCBITaxon:75310		BACDIVE:131116
NCBITaxon:195	biolink:growsIn	DSMZ:693		BACDIVE:130895
DSMZ:693	biolink:supportsGrowth	NCBITaxon:195		BACDIVE:130895
NCBITaxon:654838	biolink:growsIn	DSMZ:830		BACDIVE:17720
DSMZ:830	biolink:supportsGrowth	NCBITaxon:654838		BACDIVE:17720
NCBITaxon:1993	biolink:growsIn	DSMZ:425		BACDIVE:16940
DSMZ:425	biolink:supportsGrowth	NCBITaxon:1993		BACDIVE:16940
NCBITaxon:83455	biolink:growsIn	DSMZ:9		BACDIVE:10144
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83455		BACDIVE:10144
NCBITaxon:33	biolink:growsIn	DSMZ:9		BACDIVE:9672
DSMZ:9	biolink:supportsGrowth	NCBITaxon:33		BACDIVE:9672
NCBITaxon:83462	biolink:growsIn	DSMZ:9		BACDIVE:9536
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83462		BACDIVE:9536
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:8978
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:8978
NCBITaxon:41986	biolink:growsIn	DSMZ:1		BACDIVE:7264
DSMZ:1	biolink:supportsGrowth	NCBITaxon:41986		BACDIVE:7264
NCBITaxon:2226	biolink:growsIn	DSMZ:141c		BACDIVE:7058
DSMZ:141c	biolink:supportsGrowth	NCBITaxon:2226		BACDIVE:7058
NCBITaxon:562	biolink:growsIn	DSMZ:381		BACDIVE:4834
DSMZ:381	biolink:supportsGrowth	NCBITaxon:562		BACDIVE:4834
NCBITaxon:453591	biolink:growsIn	DSMZ:897		BACDIVE:4191
DSMZ:897	biolink:supportsGrowth	NCBITaxon:453591		BACDIVE:4191
NCBITaxon:115852	biolink:growsIn	DSMZ:29		BACDIVE:2398
DSMZ:29	biolink:supportsGrowth	NCBITaxon:115852		BACDIVE:2398
NCBITaxon:1409	biolink:growsIn	DSMZ:6		BACDIVE:842
DSMZ:6	biolink:supportsGrowth	NCBITaxon:1409		BACDIVE:842
NCBITaxon:1407	biolink:growsIn	DSMZ:220		BACDIVE:746
DSMZ:220	biolink:supportsGrowth	NCBITaxon:1407		BACDIVE:746
NCBITaxon:372655	biolink:growsIn	DSMZ:514		BACDIVE:160696
DSMZ:514	biolink:supportsGrowth	NCBITaxon:372655		BACDIVE:160696
NCBITaxon:2661628	biolink:growsIn	DSMZ:58		BACDIVE:160296
DSMZ:58	biolink:supportsGrowth	NCBITaxon:2661628		BACDIVE:160296
NCBITaxon:2108	biolink:growsIn	DSMZ:1076b		BACDIVE:159550
DSMZ:1076b	biolink:supportsGrowth	NCBITaxon:2108		BACDIVE:159550
NCBITaxon:1282	biolink:growsIn	DSMZ:92		BACDIVE:157876
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1282		BACDIVE:157876
NCBITaxon:58172	biolink:growsIn	DSMZ:220		BACDIVE:131858
DSMZ:220	biolink:supportsGrowth	NCBITaxon:58172		BACDIVE:131858
NCBITaxon:1549892	biolink:growsIn	DSMZ:98		BACDIVE:131556
DSMZ:98	biolink:supportsGrowth	NCBITaxon:1549892		BACDIVE:131556
NCBITaxon:1270	biolink:growsIn	DSMZ:92		BACDIVE:130431
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1270		BACDIVE:130431
NCBITaxon:257440	biolink:growsIn	DSMZ:830		BACDIVE:24179
DSMZ:830	biolink:supportsGrowth	NCBITaxon:257440		BACDIVE:24179
NCBITaxon:67345	biolink:growsIn	DSMZ:65		BACDIVE:15485
DSMZ:65	biolink:supportsGrowth	NCBITaxon:67345		BACDIVE:15485
NCBITaxon:1276229	biolink:growsIn	DSMZ:1076b		BACDIVE:14368
DSMZ:1076b	biolink:supportsGrowth	NCBITaxon:1276229		BACDIVE:14368
NCBITaxon:149	biolink:growsIn	DSMZ:754		BACDIVE:14328
DSMZ:754	biolink:supportsGrowth	NCBITaxon:149		BACDIVE:14328
NCBITaxon:587851	biolink:growsIn	DSMZ:1		BACDIVE:12814
DSMZ:1	biolink:supportsGrowth	NCBITaxon:587851		BACDIVE:12814
NCBITaxon:33	biolink:growsIn	DSMZ:9		BACDIVE:9794
DSMZ:9	biolink:supportsGrowth	NCBITaxon:33		BACDIVE:9794
NCBITaxon:33	biolink:growsIn	DSMZ:9		BACDIVE:9740
DSMZ:9	biolink:supportsGrowth	NCBITaxon:33		BACDIVE:9740
NCBITaxon:83462	biolink:growsIn	DSMZ:9		BACDIVE:9532
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83462		BACDIVE:9532
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:8917
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:8917
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:8841
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:8841
NCBITaxon:1772	biolink:growsIn	DSMZ:354		BACDIVE:8316
DSMZ:354	biolink:supportsGrowth	NCBITaxon:1772		BACDIVE:8316
NCBITaxon:1877	biolink:growsIn	DSMZ:65		BACDIVE:7971
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1877		BACDIVE:7971
NCBITaxon:37637	biolink:growsIn	DSMZ:215b		BACDIVE:3143
DSMZ:215b	biolink:supportsGrowth	NCBITaxon:37637		BACDIVE:3143
NCBITaxon:1570	biolink:growsIn	DSMZ:123		BACDIVE:1330
DSMZ:123	biolink:supportsGrowth	NCBITaxon:1570		BACDIVE:1330
NCBITaxon:363870	biolink:growsIn	DSMZ:830		BACDIVE:1248
DSMZ:830	biolink:supportsGrowth	NCBITaxon:363870		BACDIVE:1248
NCBITaxon:86665	biolink:growsIn	DSMZ:31		BACDIVE:1116
DSMZ:31	biolink:supportsGrowth	NCBITaxon:86665		BACDIVE:1116
NCBITaxon:474953	biolink:growsIn	DSMZ:830		BACDIVE:140
DSMZ:830	biolink:supportsGrowth	NCBITaxon:474953		BACDIVE:140
NCBITaxon:272131	biolink:growsIn	DSMZ:1592		BACDIVE:140217
DSMZ:1592	biolink:supportsGrowth	NCBITaxon:272131		BACDIVE:140217
NCBITaxon:1150674	biolink:growsIn	DSMZ:395		BACDIVE:132728
DSMZ:395	biolink:supportsGrowth	NCBITaxon:1150674		BACDIVE:132728
NCBITaxon:1763541	biolink:growsIn	DSMZ:65		BACDIVE:132523
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1763541		BACDIVE:132523
NCBITaxon:1783498	biolink:growsIn	DSMZ:535		BACDIVE:132519
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1783498		BACDIVE:132519
NCBITaxon:1608996	biolink:growsIn	DSMZ:1		BACDIVE:132435
DSMZ:1	biolink:supportsGrowth	NCBITaxon:1608996		BACDIVE:132435
NCBITaxon:45972	biolink:growsIn	DSMZ:92		BACDIVE:131063
DSMZ:92	biolink:supportsGrowth	NCBITaxon:45972		BACDIVE:131063
NCBITaxon:90909	biolink:growsIn	DSMZ:934		BACDIVE:16877
DSMZ:934	biolink:supportsGrowth	NCBITaxon:90909		BACDIVE:16877
NCBITaxon:1931	biolink:growsIn	DSMZ:65		BACDIVE:15878
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1931		BACDIVE:15878
NCBITaxon:68232	biolink:growsIn	DSMZ:65		BACDIVE:15388
DSMZ:65	biolink:supportsGrowth	NCBITaxon:68232		BACDIVE:15388
NCBITaxon:1283	biolink:growsIn	DSMZ:53		BACDIVE:14543
DSMZ:53	biolink:supportsGrowth	NCBITaxon:1283		BACDIVE:14543
NCBITaxon:999552	biolink:growsIn	DSMZ:514		BACDIVE:13669
DSMZ:514	biolink:supportsGrowth	NCBITaxon:999552		BACDIVE:13669
NCBITaxon:53417	biolink:growsIn	DSMZ:429		BACDIVE:11718
DSMZ:429	biolink:supportsGrowth	NCBITaxon:53417		BACDIVE:11718
NCBITaxon:424797	biolink:growsIn	DSMZ:830		BACDIVE:11130
DSMZ:830	biolink:supportsGrowth	NCBITaxon:424797		BACDIVE:11130
NCBITaxon:1831	biolink:growsIn	DSMZ:535		BACDIVE:10971
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1831		BACDIVE:10971
NCBITaxon:230361	biolink:growsIn	DSMZ:119		BACDIVE:6978
DSMZ:119	biolink:supportsGrowth	NCBITaxon:230361		BACDIVE:6978
NCBITaxon:1270	biolink:growsIn	DSMZ:92		BACDIVE:157773
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1270		BACDIVE:157773
NCBITaxon:1331682	biolink:growsIn	DSMZ:92		BACDIVE:140077
DSMZ:92	biolink:supportsGrowth	NCBITaxon:1331682		BACDIVE:140077
NCBITaxon:1305674	biolink:growsIn	DSMZ:535		BACDIVE:132159
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1305674		BACDIVE:132159
NCBITaxon:643673	biolink:growsIn	DSMZ:220		BACDIVE:22941
DSMZ:220	biolink:supportsGrowth	NCBITaxon:643673		BACDIVE:22941
NCBITaxon:1906	biolink:growsIn	DSMZ:65		BACDIVE:15177
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1906		BACDIVE:15177
NCBITaxon:760192	biolink:growsIn	DSMZ:134		BACDIVE:14044
DSMZ:134	biolink:supportsGrowth	NCBITaxon:760192		BACDIVE:14044
NCBITaxon:50338	biolink:growsIn	DSMZ:98		BACDIVE:13629
DSMZ:98	biolink:supportsGrowth	NCBITaxon:50338		BACDIVE:13629
NCBITaxon:1828	biolink:growsIn	DSMZ:535		BACDIVE:10889
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1828		BACDIVE:10889
NCBITaxon:54	biolink:growsIn	DSMZ:9		BACDIVE:10379
DSMZ:9	biolink:supportsGrowth	NCBITaxon:54		BACDIVE:10379
NCBITaxon:54	biolink:growsIn	DSMZ:9		BACDIVE:10208
DSMZ:9	biolink:supportsGrowth	NCBITaxon:54		BACDIVE:10208
NCBITaxon:83462	biolink:growsIn	DSMZ:9		BACDIVE:9487
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83462		BACDIVE:9487
NCBITaxon:83462	biolink:growsIn	DSMZ:9		BACDIVE:9438
DSMZ:9	biolink:supportsGrowth	NCBITaxon:83462		BACDIVE:9438
NCBITaxon:28038	biolink:growsIn	DSMZ:11		BACDIVE:6445
DSMZ:11	biolink:supportsGrowth	NCBITaxon:28038		BACDIVE:6445
NCBITaxon:1121405	biolink:growsIn	DSMZ:193		BACDIVE:3981
DSMZ:193	biolink:supportsGrowth	NCBITaxon:1121405		BACDIVE:3981
NCBITaxon:45	biolink:growsIn	DSMZ:9		BACDIVE:3669
DSMZ:9	biolink:supportsGrowth	NCBITaxon:45		BACDIVE:3669
NCBITaxon:1725	biolink:growsIn	DSMZ:215		BACDIVE:3129
DSMZ:215	biolink:supportsGrowth	NCBITaxon:1725		BACDIVE:3129
NCBITaxon:35755	biolink:growsIn	DSMZ:240		BACDIVE:3100
DSMZ:240	biolink:supportsGrowth	NCBITaxon:35755		BACDIVE:3100
NCBITaxon:94626	biolink:growsIn	DSMZ:1		BACDIVE:1885
DSMZ:1	biolink:supportsGrowth	NCBITaxon:94626		BACDIVE:1885
NCBITaxon:523742	biolink:growsIn	DSMZ:514		BACDIVE:491
DSMZ:514	biolink:supportsGrowth	NCBITaxon:523742		BACDIVE:491
NCBITaxon:1459942	biolink:growsIn	DSMZ:65		BACDIVE:130729
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1459942		BACDIVE:130729
NCBITaxon:1346286	biolink:growsIn	DSMZ:78		BACDIVE:130541
DSMZ:78	biolink:supportsGrowth	NCBITaxon:1346286		BACDIVE:130541
NCBITaxon:861445	biolink:growsIn	DSMZ:693		BACDIVE:130457
DSMZ:693	biolink:supportsGrowth	NCBITaxon:861445		BACDIVE:130457
NCBITaxon:109325	biolink:growsIn	DSMZ:298		BACDIVE:16681
DSMZ:298	biolink:supportsGrowth	NCBITaxon:109325		BACDIVE:16681
NCBITaxon:67283	biolink:growsIn	DSMZ:65		BACDIVE:15066
DSMZ:65	biolink:supportsGrowth	NCBITaxon:67283		BACDIVE:15066
NCBITaxon:1894	biolink:growsIn	DSMZ:65		BACDIVE:15026
DSMZ:65	biolink:supportsGrowth	NCBITaxon:1894		BACDIVE:15026
NCBITaxon:1066	biolink:growsIn	DSMZ:27		BACDIVE:13927
DSMZ:27	biolink:supportsGrowth	NCBITaxon:1066		BACDIVE:13927
NCBITaxon:352475	biolink:growsIn	DSMZ:1		BACDIVE:13901
DSMZ:1	biolink:supportsGrowth	NCBITaxon:352475		BACDIVE:13901
NCBITaxon:240521	biolink:growsIn	DSMZ:830		BACDIVE:13630
DSMZ:830	biolink:supportsGrowth	NCBITaxon:240521		BACDIVE:13630
NCBITaxon:185678	biolink:growsIn	DSMZ:548		BACDIVE:13278
DSMZ:548	biolink:supportsGrowth	NCBITaxon:185678		BACDIVE:13278
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12489
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12489
NCBITaxon:2014	biolink:growsIn	DSMZ:65		BACDIVE:11169
DSMZ:65	biolink:supportsGrowth	NCBITaxon:2014		BACDIVE:11169
NCBITaxon:209252	biolink:growsIn	DSMZ:65		BACDIVE:10776
DSMZ:65	biolink:supportsGrowth	NCBITaxon:209252		BACDIVE:10776
NCBITaxon:54	biolink:growsIn	DSMZ:9		BACDIVE:10350
DSMZ:9	biolink:supportsGrowth	NCBITaxon:54		BACDIVE:10350
NCBITaxon:33	biolink:growsIn	DSMZ:9		BACDIVE:9703
DSMZ:9	biolink:supportsGrowth	NCBITaxon:33		BACDIVE:9703
NCBITaxon:886872	biolink:growsIn	DSMZ:11		BACDIVE:6814
DSMZ:11	biolink:supportsGrowth	NCBITaxon:886872		BACDIVE:6814
NCBITaxon:1513897	biolink:growsIn	DSMZ:227		BACDIVE:5253
DSMZ:227	biolink:supportsGrowth	NCBITaxon:1513897		BACDIVE:5253
NCBITaxon:41	biolink:growsIn	DSMZ:9		BACDIVE:3691
DSMZ:9	biolink:supportsGrowth	NCBITaxon:41		BACDIVE:3691
NCBITaxon:324602	biolink:growsIn	DSMZ:87		BACDIVE:2417
DSMZ:87	biolink:supportsGrowth	NCBITaxon:324602		BACDIVE:2417
NCBITaxon:1871054	biolink:growsIn	DSMZ:535		BACDIVE:159356
DSMZ:535	biolink:supportsGrowth	NCBITaxon:1871054		BACDIVE:159356
NCBITaxon:1930901	biolink:growsIn	DSMZ:1388		BACDIVE:158519
DSMZ:1388	biolink:supportsGrowth	NCBITaxon:1930901		BACDIVE:158519
NCBITaxon:1409	biolink:growsIn	DSMZ:514		BACDIVE:139694
DSMZ:514	biolink:supportsGrowth	NCBITaxon:1409		BACDIVE:139694
NCBITaxon:1437816	biolink:growsIn	DSMZ:1122		BACDIVE:133049
DSMZ:1122	biolink:supportsGrowth	NCBITaxon:1437816		BACDIVE:133049
NCBITaxon:1323370	biolink:growsIn	DSMZ:904		BACDIVE:131350
DSMZ:904	biolink:supportsGrowth	NCBITaxon:1323370		BACDIVE:131350
NCBITaxon:1070421	biolink:growsIn	DSMZ:11		BACDIVE:24150
DSMZ:11	biolink:supportsGrowth	NCBITaxon:1070421		BACDIVE:24150
NCBITaxon:81479	biolink:growsIn	DSMZ:27		BACDIVE:23871
DSMZ:27	biolink:supportsGrowth	NCBITaxon:81479		BACDIVE:23871
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12256
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12256
NCBITaxon:56	biolink:growsIn	DSMZ:9		BACDIVE:12102
DSMZ:9	biolink:supportsGrowth	NCBITaxon:56		BACDIVE:12102
NCBITaxon:184914	biolink:growsIn	DSMZ:9		BACDIVE:9150
DSMZ:9	biolink:supportsGrowth	NCBITaxon:184914		BACDIVE:9150
NCBITaxon:28903	biolink:growsIn	DSMZ:1076b		BACDIVE:8597
DSMZ:1076b	biolink:supportsGrowth	NCBITaxon:28903		BACDIVE:8597
NCBITaxon:386913	biolink:growsIn	DSMZ:645		BACDIVE:8556
DSMZ:645	biolink:supportsGrowth	NCBITaxon:386913		BACDIVE:8556
NCBITaxon:141349	biolink:growsIn	DSMZ:645		BACDIVE:8458
DSMZ:645	biolink:supportsGrowth	NCBITaxon:141349		BACDIVE:8458
NCBITaxon:2210	biolink:growsIn	DSMZ:318		BACDIVE:7122
DSMZ:318	biolink:supportsGrowth	NCBITaxon:2210		BACDIVE:7122
NCBITaxon:562	biolink:growsIn	DSMZ:381		BACDIVE:4643
DSMZ:381	biolink:supportsGrowth	NCBITaxon:562		BACDIVE:4643
